deployment_code,detection_start_datetime,detection_end_datetime,detection_effort_secs,detection_sound_source_code,organization_code,analysis_code,detection_call_type_code,detection_result_code
SWFSC_NEPAC_20241027_RODEOHACK,2026-02-03T22:02:45Z,2024-11-04T22:26:08Z,1402,BBWH,PIFSC,BEAKED_ANALYSIS,OD_CLICK_FM,DETECTED
SWFSC_NEPAC_20240914_RODEOHACK,2026-02-03T23:21:30Z,2024-09-18T23:27:28Z,358,BBWH,PIFSC,BEAKED_ANALYSIS,OD_CLICK_FM,DETECTED
SWFSC_NEPAC_20241006_RODEOHACK,2026-02-04T01:44:13Z,2024-10-08T02:14:38Z,1826,BBWH,PIFSC,BEAKED_ANALYSIS,OD_CLICK_FM,DETECTED
SWFSC_NEPAC_20240914_RODEOHACK,2026-02-04T03:05:52Z,2024-09-19T03:22:42Z,1011,BBWH,PIFSC,BEAKED_ANALYSIS,OD_CLICK_FM,DETECTED
SWFSC_NEPAC_20241006_RODEOHACK,2026-02-04T07:50:29Z,2024-10-07T08:09:52Z,1163,BBWH,PIFSC,BEAKED_ANALYSIS,OD_CLICK_FM,DETECTED
SWFSC_NEPAC_20241028_RODEOHACK,2026-02-04T08:16:13Z,2024-11-02T08:38:56Z,1363,BBWH,PIFSC,BEAKED_ANALYSIS,OD_CLICK_FM,DETECTED
SWFSC_NEPAC_20241120_RODEOHACK,2026-02-04T08:29:41Z,2024-11-29T08:48:47Z,1147,BBWH,PIFSC,BEAKED_ANALYSIS,OD_CLICK_FM,DETECTED
SWFSC_NEPAC_20241026_RODEOHACK,2026-02-04T09:11:36Z,2024-11-02T09:35:46Z,1450,BBWH,PIFSC,BEAKED_ANALYSIS,OD_CLICK_FM,DETECTED
SWFSC_NEPAC_20241027_RODEOHACK,2026-02-04T11:46:06Z,2024-10-31T12:27:13Z,2467,BBWH,PIFSC,BEAKED_ANALYSIS,OD_CLICK_FM,DETECTED
SWFSC_NEPAC_20241027_RODEOHACK,2026-02-04T16:01:49Z,2024-10-28T16:25:49Z,1441,BBWH,PIFSC,BEAKED_ANALYSIS,OD_CLICK_FM,DETECTED
SWFSC_NEPAC_20240913_RODEOHACK,2026-02-04T16:45:00Z,2024-09-19T16:57:37Z,758,BBWH,PIFSC,BEAKED_ANALYSIS,OD_CLICK_FM,DETECTED
SWFSC_NEPAC_20241123_RODEOHACK,2026-02-04T23:11:12Z,2024-12-01T01:15:40Z,7468,BBWH,PIFSC,BEAKED_ANALYSIS,OD_CLICK_FM,DETECTED
SWFSC_NEPAC_20241026_RODEOHACK,2026-02-05T09:55:16Z,2024-11-08T10:04:59Z,583,BBWH,PIFSC,BEAKED_ANALYSIS,OD_CLICK_FM,DETECTED
SWFSC_NEPAC_20240914_RODEOHACK,2026-02-05T09:55:59Z,2024-09-17T09:57:05Z,66,BBWH,PIFSC,BEAKED_ANALYSIS,OD_CLICK_FM,DETECTED
SWFSC_NEPAC_20241028_RODEOHACK,2026-02-05T17:16:42Z,2024-11-06T18:14:09Z,3447,BBWH,PIFSC,BEAKED_ANALYSIS,OD_CLICK_FM,DETECTED
SWFSC_NEPAC_20241027_RODEOHACK,2026-02-05T17:44:26Z,2024-10-31T18:01:11Z,1005,BBWH,PIFSC,BEAKED_ANALYSIS,OD_CLICK_FM,DETECTED
SWFSC_NEPAC_20241027_RODEOHACK,2026-02-05T23:15:19Z,2024-11-07T23:47:55Z,1957,BBWH,PIFSC,BEAKED_ANALYSIS,OD_CLICK_FM,DETECTED
SWFSC_NEPAC_20240914_RODEOHACK,2026-02-06T01:53:19Z,2024-09-21T01:53:52Z,33,BBWH,PIFSC,BEAKED_ANALYSIS,OD_CLICK_FM,DETECTED
SWFSC_NEPAC_20241005_RODEOHACK,2026-02-06T02:42:13Z,2024-10-09T02:48:41Z,388,BBWH,PIFSC,BEAKED_ANALYSIS,OD_CLICK_FM,DETECTED
SWFSC_NEPAC_20240914_RODEOHACK,2026-02-06T04:59:25Z,2024-09-17T05:16:07Z,1002,BBWH,PIFSC,BEAKED_ANALYSIS,OD_CLICK_FM,DETECTED
SWFSC_NEPAC_20240914_RODEOHACK,2026-02-06T05:47:43Z,2024-09-23T05:59:46Z,723,BBWH,PIFSC,BEAKED_ANALYSIS,OD_CLICK_FM,DETECTED
SWFSC_NEPAC_20241027_RODEOHACK,2026-02-06T19:01:05Z,2024-11-02T19:01:08Z,3,BBWH,PIFSC,BEAKED_ANALYSIS,OD_CLICK_FM,DETECTED
SWFSC_NEPAC_20240914_RODEOHACK,2026-02-06T21:26:52Z,2024-09-16T21:39:19Z,747,BBWH,PIFSC,BEAKED_ANALYSIS,OD_CLICK_FM,DETECTED
SWFSC_NEPAC_20241027_RODEOHACK,2026-02-06T22:55:37Z,2024-10-30T00:04:45Z,4148,BBWH,PIFSC,BEAKED_ANALYSIS,OD_CLICK_FM,DETECTED
SWFSC_NEPAC_20241006_RODEOHACK,2026-02-07T00:50:25Z,2024-10-11T01:15:49Z,1524,BBWH,PIFSC,BEAKED_ANALYSIS,OD_CLICK_FM,DETECTED
SWFSC_NEPAC_20241027_RODEOHACK,2026-02-07T02:58:21Z,2024-11-02T03:08:24Z,603,BBWH,PIFSC,BEAKED_ANALYSIS,OD_CLICK_FM,DETECTED
SWFSC_NEPAC_20241027_RODEOHACK,2026-02-07T05:06:18Z,2024-11-05T05:19:53Z,815,BBWH,PIFSC,BEAKED_ANALYSIS,OD_CLICK_FM,DETECTED
SWFSC_NEPAC_20240914_RODEOHACK,2026-02-07T06:58:09Z,2024-09-15T07:02:52Z,284,BBWH,PIFSC,BEAKED_ANALYSIS,OD_CLICK_FM,DETECTED
SWFSC_NEPAC_20241005_RODEOHACK,2026-02-07T08:39:43Z,2024-10-11T08:52:56Z,792,BBWH,PIFSC,BEAKED_ANALYSIS,OD_CLICK_FM,DETECTED
SWFSC_NEPAC_20240914_RODEOHACK,2026-02-07T13:11:01Z,2024-09-18T13:16:37Z,336,BBWH,PIFSC,BEAKED_ANALYSIS,OD_CLICK_FM,DETECTED
SWFSC_NEPAC_20240914_RODEOHACK,2026-02-08T02:51:39Z,2024-09-15T02:51:42Z,3,BBWH,PIFSC,BEAKED_ANALYSIS,OD_CLICK_FM,DETECTED
SWFSC_NEPAC_20240914_RODEOHACK,2026-02-08T03:02:22Z,2024-09-21T03:15:22Z,780,BBWH,PIFSC,BEAKED_ANALYSIS,OD_CLICK_FM,DETECTED
SWFSC_NEPAC_20241027_RODEOHACK,2026-02-08T05:45:30Z,2024-11-04T06:15:03Z,1773,BBWH,PIFSC,BEAKED_ANALYSIS,OD_CLICK_FM,DETECTED
SWFSC_NEPAC_20240914_RODEOHACK,2026-02-08T10:49:25Z,2024-09-18T11:02:08Z,763,BBWH,PIFSC,BEAKED_ANALYSIS,OD_CLICK_FM,DETECTED
SWFSC_NEPAC_20241111_RODEOHACK,2026-02-08T11:02:06Z,2024-11-14T11:03:42Z,96,BBWH,PIFSC,BEAKED_ANALYSIS,OD_CLICK_FM,DETECTED
SWFSC_NEPAC_20240821_RODEOHACK,2026-02-08T12:40:29Z,2024-08-27T12:40:53Z,24,BBWH,PIFSC,BEAKED_ANALYSIS,OD_CLICK_FM,DETECTED
SWFSC_NEPAC_20241027_RODEOHACK,2026-02-09T00:39:38Z,2024-11-06T00:42:27Z,169,BBWH,PIFSC,BEAKED_ANALYSIS,OD_CLICK_FM,DETECTED
SWFSC_NEPAC_20240914_RODEOHACK,2026-02-09T05:25:00Z,2024-09-22T05:25:59Z,59,BBWH,PIFSC,BEAKED_ANALYSIS,OD_CLICK_FM,DETECTED
SWFSC_NEPAC_20241111_RODEOHACK,2026-02-09T08:38:38Z,2024-11-16T08:43:22Z,284,BBWH,PIFSC,BEAKED_ANALYSIS,OD_CLICK_FM,DETECTED
SWFSC_NEPAC_20241006_RODEOHACK,2026-02-09T11:57:00Z,2024-10-08T13:43:08Z,6368,BBWH,PIFSC,BEAKED_ANALYSIS,OD_CLICK_FM,DETECTED
SWFSC_NEPAC_20241006_RODEOHACK,2026-02-09T12:42:13Z,2024-10-10T12:51:40Z,567,BBWH,PIFSC,BEAKED_ANALYSIS,OD_CLICK_FM,DETECTED
SWFSC_NEPAC_20241026_RODEOHACK,2026-02-09T14:27:09Z,2024-11-07T14:52:55Z,1545,BBWH,PIFSC,BEAKED_ANALYSIS,OD_CLICK_FM,DETECTED
SWFSC_NEPAC_20240914_RODEOHACK,2026-02-09T16:06:49Z,2024-09-17T16:21:21Z,872,BBWH,PIFSC,BEAKED_ANALYSIS,OD_CLICK_FM,DETECTED
SWFSC_NEPAC_20240914_RODEOHACK,2026-02-09T16:32:32Z,2024-09-20T16:33:20Z,48,BBWH,PIFSC,BEAKED_ANALYSIS,OD_CLICK_FM,DETECTED
SWFSC_NEPAC_20241006_RODEOHACK,2026-02-09T17:37:05Z,2024-10-08T17:37:07Z,2,BBWH,PIFSC,BEAKED_ANALYSIS,OD_CLICK_FM,DETECTED
SWFSC_NEPAC_20240914_RODEOHACK,2026-02-09T17:56:00Z,2024-09-22T18:18:30Z,1350,BBWH,PIFSC,BEAKED_ANALYSIS,OD_CLICK_FM,DETECTED
SWFSC_NEPAC_20240914_RODEOHACK,2026-02-09T18:41:21Z,2024-09-17T19:17:19Z,2158,BBWH,PIFSC,BEAKED_ANALYSIS,OD_CLICK_FM,DETECTED
SWFSC_NEPAC_20241005_RODEOHACK,2026-02-09T23:30:38Z,2024-10-08T23:39:20Z,523,BBWH,PIFSC,BEAKED_ANALYSIS,OD_CLICK_FM,DETECTED
SWFSC_NEPAC_20240823_RODEOHACK,2026-02-10T00:05:33Z,2024-08-28T00:25:23Z,1190,BBWH,PIFSC,BEAKED_ANALYSIS,OD_CLICK_FM,DETECTED
SWFSC_NEPAC_20240820_RODEOHACK,2026-02-10T01:29:58Z,2024-08-22T01:31:33Z,94,BBWH,PIFSC,BEAKED_ANALYSIS,OD_CLICK_FM,DETECTED
SWFSC_NEPAC_20241027_RODEOHACK,2026-02-10T10:12:15Z,2024-10-29T10:12:17Z,2,BBWH,PIFSC,BEAKED_ANALYSIS,OD_CLICK_FM,DETECTED
SWFSC_NEPAC_20241027_RODEOHACK,2026-02-10T11:56:55Z,2024-11-07T12:05:42Z,527,BBWH,PIFSC,BEAKED_ANALYSIS,OD_CLICK_FM,DETECTED
SWFSC_NEPAC_20240914_RODEOHACK,2026-02-10T15:57:40Z,2024-09-23T16:10:08Z,748,BBWH,PIFSC,BEAKED_ANALYSIS,OD_CLICK_FM,DETECTED
SWFSC_NEPAC_20241120_RODEOHACK,2026-02-10T17:40:53Z,2024-11-28T17:46:50Z,357,BBWH,PIFSC,BEAKED_ANALYSIS,OD_CLICK_FM,DETECTED
SWFSC_NEPAC_20241028_RODEOHACK,2026-02-10T18:52:07Z,2024-11-02T18:52:09Z,2,BBWH,PIFSC,BEAKED_ANALYSIS,OD_CLICK_FM,DETECTED
SWFSC_NEPAC_20241026_RODEOHACK,2026-02-10T20:08:19Z,2024-11-08T20:45:18Z,2219,BBWH,PIFSC,BEAKED_ANALYSIS,OD_CLICK_FM,DETECTED
SWFSC_NEPAC_20241026_RODEOHACK,2026-02-10T23:02:46Z,2024-11-03T23:02:53Z,7,BBWH,PIFSC,BEAKED_ANALYSIS,OD_CLICK_FM,DETECTED
